rms,kurtosis,skewness,crest_factor,shape_factor,spectral_centroid,spectral_spread,spectral_rolloff,psd_peak_freq,envelope_mean,envelope_kurtosis,vmd_mode_1_energy,vmd_mode_2_energy,wavelet_scale_2_energy,wavelet_scale_4_energy,domain,label
0.9085371465669888,-0.1015904017885866,-0.1335271701697372,2.808314772820705,1.245020800066011,2999.94350692767,2037.4221757255168,3593.75,3312.5,1.1451080296294136,0.0893361742769998,1474.67719829784,93.44833090447584,845.7210330993018,421.9196337862413,Source,Ball_Fault
0.8889392860166936,-0.1191157606375563,-0.0948858948160426,2.997799186069963,1.250686499334768,2630.955390188183,1258.98832362008,3468.75,3312.5,1.116396899470029,-0.2141910063359233,1405.948904750325,77.8578506009099,809.232429346895,406.73162411819214,Source,Ball_Fault
1.0197743319024328,0.1924828554924542,-0.0433568648362988,3.302040683093202,1.2728209021178842,2946.7293563563494,1833.089110701325,3531.25,3250.0,1.2616037855495912,0.3034281282398772,1922.133078693827,80.20861229678744,1064.6019904595069,536.2312645581036,Source,Ball_Fault
0.9648635122097874,0.1155577564790286,-0.0170185701737645,3.39257889449833,1.2634942759693475,3119.23835610198,2063.3472959894107,3640.625,3375.0,1.1976799150175328,0.2052344263525269,1757.8514336765215,51.13153871795886,953.6346043925498,478.282287404034,Source,Ball_Fault
0.9309986017931574,-0.0699163447591071,-0.0438363449140757,3.3065016817124357,1.2569549814569534,2806.3202611180054,1338.7315122495936,3515.625,3375.0,1.1654213192849836,-0.022411092740616,1642.33172387765,45.160354149093976,887.4948983031319,441.4358025157395,Source,Ball_Fault
0.9347101670330096,-0.0515503432031838,0.0081118835147601,3.2933721607762165,1.2603129244603797,2895.79007929242,1618.8574135510837,3515.625,3375.0,1.1685403908483931,-0.1165770308745899,1638.9751907363514,56.85770835526682,894.685533796331,444.41684524898574,Source,Ball_Fault
0.9712883798992074,-0.3827630935536499,0.0235567370038456,3.1513723916722305,1.2231760561672036,3208.816274269064,2084.9980478292705,3609.375,3312.5,1.2474833181852114,-0.0392469978483092,1815.926328413728,38.8014270159469,965.3906674848944,482.2593937893839,Source,Ball_Fault
0.961785336251474,-0.2248021985544124,-0.0251208112041115,3.1825099316819823,1.225914032401906,2935.041353905265,1643.3819489033904,3500.0,3437.5,1.231250314418049,0.3554792942301263,1758.230306685678,44.056013276106455,947.0620947749172,478.1279061743629,Source,Ball_Fault
0.9284014205531512,-0.1614178213560038,-0.0431672737421083,3.10914519349525,1.2301738466109855,3195.993412096765,2248.981375660776,3703.125,3437.5,1.1843308552951737,0.1879617106756757,1610.623859054123,61.35393296129042,883.1352135357614,448.0319162684724,Source,Ball_Fault
0.9823443676309016,-0.4160029376579133,0.0345056263491458,3.038814492539061,1.2330731246270197,3041.543193670166,1932.3933854137315,3578.125,3312.5,1.2514269270057814,-0.5916314895776988,1786.615269953926,62.1007300398496,988.1225418971894,491.18199721253785,Source,Ball_Fault
0.9924258699771252,-0.2967516384568709,0.0807205680458969,3.266334363380223,1.240282992484932,3102.7735280618585,2119.2262546418606,3625.0,3375.0,1.2586149748929834,-0.3363834556472134,1812.91029824047,67.69382286333094,1008.8144689300534,502.9913707233936,Source,Ball_Fault
1.0501478428994806,-0.3650671063460784,0.0755135652080422,3.0867984390309133,1.2267929365842654,2698.569885030695,1194.4601352090388,3437.5,3375.0,1.344223748574185,-0.2793842571659062,2038.7976907837285,74.28101093052516,1129.225613595598,568.1621958201833,Source,Ball_Fault
2.190711336130051,8.069150057732166,0.510977981918172,7.154467585760046,1.576018806007808,2702.599440665208,1472.817377508812,3375.0,3312.5,2.1810557932018964,8.82710344774799,8810.216897737988,436.6126363536018,4914.774883758856,2462.9762709339734,Source,Ball_Fault
2.1623446374742987,8.625068097183519,0.5425365332835179,7.248323404361033,1.6172977093185708,2614.313848487554,1240.6346077081798,3359.375,3312.5,2.099297922886571,8.727798919319547,8601.529329632933,399.89238505479904,4787.79257647361,2398.57136034631,Source,Ball_Fault
0.6767356131873444,0.6377092037331593,0.0165212500474853,3.915239567474344,1.2719707581682929,2441.600089171939,1400.3409806834022,3406.25,3312.5,0.8355056877634717,2.461041727651088,698.9221279123789,97.40030977011568,468.9350919654245,237.0557574250275,Source,Ball_Fault
0.6445730297040124,0.1341441034236368,0.1913518880697987,3.687533485331055,1.247814953553903,2616.687548198904,1670.1658230920823,3546.875,375.0,0.8039864384176557,0.8879911993494911,586.4935386288381,104.22126401763023,425.485194905043,210.26309642927092,Source,Ball_Fault
0.8354465484830357,1.2963722385838483,0.0571425905431272,4.0250131087828285,1.3208821034666642,2849.631886517879,1852.963725094468,3531.25,3312.5,0.9900217518618596,1.7623227810946505,1155.3196566947324,93.6438986928425,715.1672864305049,356.7530013983659,Source,Ball_Fault
0.9232489325720024,1.9267926206289188,0.0242346981119405,4.585193652809706,1.3338441962434222,2662.116984305705,1529.9996015455424,3375.0,3312.5,1.0847825290586333,3.378984425081131,1433.2726273998103,130.71395554942714,872.7806139927428,433.9720871006977,Source,Ball_Fault
0.8717202661900362,3.742536834209561,0.0040853389531744,4.862546545872403,1.3874078010070587,2724.825581608278,1729.754621200124,3421.875,3312.5,0.9863180141237142,6.583185204924,1285.0072147364317,63.75096689563871,778.0209469540837,389.5145153801031,Source,Ball_Fault
0.519863179112901,-0.2856127351454653,0.0250159852433017,2.8302533972834865,1.2434174024028095,2366.269090776369,1805.888729114563,3390.625,375.0,0.6613432970147206,-0.4740811381598693,314.48929275655223,65.79610116574754,276.73355168941407,139.79165847944793,Source,Ball_Fault
0.6265733828478534,2.499500904573905,0.032268457710675,5.065323432626165,1.3479579011420957,2797.033332116961,2337.988995290186,3562.5,3187.5,0.736446091126258,5.579559297832315,547.6501038551789,85.72105758850968,401.9605738570938,203.132089301762,Source,Ball_Fault
0.935376467505593,3.738724521464284,-0.1378504440565416,5.466909751161764,1.3828090361403154,2527.299893006675,1381.4104685852903,3437.5,3125.0,1.0635002292985667,6.718064729977389,1348.8627470875515,125.5311716575921,895.9250545754218,453.3179811369234,Source,Ball_Fault
0.7154999709672808,0.8845552329807087,-0.0784801243285512,3.666130924791065,1.2986102491224087,2437.8159176845334,1645.880282892761,3390.625,1375.0,0.8708626346133572,1.53006615477514,698.9024056368842,104.95725084517991,524.024772259535,257.2384796479355,Source,Ball_Fault
0.8560825525542388,1.5711452645040112,0.1863933507928075,5.0661351285822445,1.334685930680222,2531.77788010686,1599.4520103820837,3468.75,3250.0,1.0083630255165943,2.8508611526881245,1113.3753482529091,133.08237566275358,750.4205006526034,382.4866316905265,Source,Ball_Fault
0.8257434558432878,0.2371331091655455,0.0321868782428894,3.087322617934081,1.2686402059481183,2710.456737443684,1520.8100940341287,3828.125,3375.0,1.0057871012732014,0.4987676296776953,1145.1318900411052,62.75286219968877,698.1552991658846,355.59406885031325,Source,Ball_Fault
